epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,20265,0.69013,1.10074,0.42549,1.05937,0.85539,0.83333,0.91977,0.79702,0.85539,0.83333,0.92008,0.71273,0.59551,1.15111,1.09186,1.0286,0.0015842,0.0015842,0.0015842
128,20406,0.70308,1.04889,0.44346,1.09896,0.83148,0.71429,0.83773,0.7516,0.83148,0.71429,0.83723,0.64452,0.53103,1.29087,1.32887,0.9823,0.0015809,0.0015809,0.0015809
129,20546.7,0.66108,1.01144,0.39115,1.06005,0.97256,0.84395,0.93868,0.80563,0.97256,0.84395,0.93868,0.73289,0.6267,1.08198,0.68338,1.00137,0.0015776,0.0015776,0.0015776
130,20688.7,0.63421,1.00263,0.38596,1.04395,0.99872,0.83333,0.95568,0.87775,0.99872,0.83333,0.95464,0.7445,0.50052,1.14355,0.54786,0.9521,0.0015743,0.0015743,0.0015743
131,20829.1,0.67352,0.97929,0.41387,1.05511,0.91151,0.98099,0.9878,0.89514,0.91151,0.98099,0.9878,0.78527,0.54379,1.02667,0.50508,0.96028,0.001571,0.001571,0.001571
132,20970.4,0.66679,0.96405,0.3951,1.05317,0.95312,0.96816,0.98871,0.893,0.95312,0.96816,0.98871,0.77722,0.51303,1.14344,0.44372,0.9626,0.0015677,0.0015677,0.0015677
133,21111.2,0.66911,1.01444,0.4078,1.03798,1,0.99878,0.995,0.87959,1,0.99878,0.995,0.78631,0.51977,1.04511,0.37416,0.98048,0.0015644,0.0015644,0.0015644
134,21251.9,0.64316,1.00482,0.41269,1.05988,0.90493,0.98209,0.98682,0.87584,0.90493,0.98209,0.98682,0.76985,0.55398,1.16363,0.47632,0.97881,0.0015611,0.0015611,0.0015611
135,21392.9,0.67137,0.99675,0.39485,1.05611,0.96649,0.91573,0.9739,0.86722,0.96649,0.91573,0.9739,0.79175,0.58987,1.05362,0.83208,0.98081,0.0015578,0.0015578,0.0015578
136,21533.8,0.66086,1.01852,0.40266,1.04925,0.99068,0.84388,0.96075,0.85607,0.99068,0.84388,0.9532,0.74064,0.60826,1.15802,0.8482,1.00918,0.0015545,0.0015545,0.0015545
137,21674.1,0.64652,1.01096,0.39476,1.0327,0.98988,0.84127,0.96471,0.85126,0.9943,0.83333,0.96453,0.7389,0.52761,1.24542,0.54723,0.99221,0.0015512,0.0015512,0.0015512
138,21815.1,0.66738,1.01414,0.42073,1.03891,0.97137,0.84127,0.91083,0.79338,0.97137,0.84127,0.91083,0.68831,0.55362,1.15908,1.09737,1.01549,0.0015479,0.0015479,0.0015479
139,21955.6,0.62036,0.96667,0.39863,1.01289,0.93833,0.84528,0.92484,0.80408,0.93833,0.84528,0.92484,0.70069,0.54941,1.28391,0.68388,1.03112,0.0015446,0.0015446,0.0015446
140,22095.9,0.65908,0.95615,0.40227,1.05154,0.99303,0.88889,0.98574,0.85946,0.98485,0.88095,0.98361,0.73161,0.57001,1.23576,0.54226,0.99367,0.0015413,0.0015413,0.0015413
141,22237.6,0.6485,0.98789,0.376,1.04465,0.98757,0.97619,0.98225,0.86088,0.98757,0.97619,0.98007,0.72787,0.55822,1.21623,0.5172,0.98401,0.001538,0.001538,0.001538
142,22378.4,0.66477,1.02002,0.39603,1.05337,0.96154,1,0.99232,0.89967,0.96154,1,0.99232,0.81364,0.5048,1.0041,0.41902,0.93522,0.0015347,0.0015347,0.0015347
143,22519,0.65063,0.98446,0.37507,1.04097,0.98302,0.90476,0.98345,0.90739,0.98302,0.90476,0.98345,0.81526,0.45183,0.9712,0.48135,0.90011,0.0015314,0.0015314,0.0015314
144,22659.4,0.63475,0.95741,0.3794,1.03667,1,0.92613,0.98908,0.91789,1,0.92613,0.98908,0.82967,0.4355,0.9351,0.42421,0.90481,0.0015281,0.0015281,0.0015281
145,22800.4,0.63517,0.94838,0.36737,1.04249,0.93837,0.96673,0.98415,0.89779,0.93837,0.96673,0.98415,0.79873,0.43879,0.98573,0.38447,0.90793,0.0015248,0.0015248,0.0015248
146,22940.8,0.63055,0.9833,0.36339,1.04226,0.98739,0.96825,0.99339,0.89217,0.98739,0.96825,0.99339,0.80071,0.47698,1.00624,0.40126,0.96009,0.0015215,0.0015215,0.0015215
147,23082.2,0.61709,0.95229,0.37345,1.02454,0.94852,0.94444,0.98888,0.91435,0.94852,0.94444,0.98888,0.8206,0.42333,0.92151,0.63955,0.88499,0.0015182,0.0015182,0.0015182
148,23223.1,0.62626,0.94331,0.36988,1.03143,0.89888,0.84921,0.95249,0.86799,0.89888,0.84921,0.95249,0.78807,0.47373,0.93185,0.7204,0.91507,0.0015149,0.0015149,0.0015149
149,23363.4,0.65366,0.95878,0.38603,1.04238,0.98116,0.82664,0.92213,0.81383,0.98116,0.82664,0.92246,0.74135,0.60684,1.08477,1.01661,1.00366,0.0015116,0.0015116,0.0015116
150,23504.6,0.63653,0.96375,0.37756,1.04699,0.96095,0.9764,0.99258,0.87036,0.96095,0.9764,0.99258,0.82291,0.53474,0.97248,0.41631,0.93718,0.0015083,0.0015083,0.0015083
151,23645.1,0.6378,0.9329,0.37193,1.03902,1,0.99748,0.995,0.89766,1,0.99748,0.995,0.79873,0.49683,0.98273,0.42701,0.95162,0.001505,0.001505,0.001505
152,23785.9,0.64395,0.99881,0.37423,1.04471,0.99199,0.98281,0.99445,0.88008,0.99199,0.98281,0.99445,0.80556,0.53866,0.95874,0.35418,0.96992,0.0015017,0.0015017,0.0015017
153,23927.5,0.66956,0.9651,0.38884,1.03403,0.99625,0.85714,0.92693,0.85322,0.99625,0.85714,0.92693,0.75311,0.47,0.93731,1.38618,0.93027,0.0014984,0.0014984,0.0014984
154,24068,0.612,0.92382,0.36136,1.03365,0.92962,0.83868,0.93925,0.86169,0.92962,0.83868,0.93925,0.76728,0.45918,0.98891,0.57715,0.92332,0.0014951,0.0014951,0.0014951
155,24208.7,0.59925,0.9005,0.37228,1.00496,1,0.87532,0.95467,0.87283,1,0.87532,0.95467,0.80911,0.47383,0.81315,0.81981,0.93848,0.0014918,0.0014918,0.0014918
156,24349.6,0.64108,0.93895,0.37749,1.02795,0.96447,0.89683,0.94802,0.87105,0.96447,0.89683,0.94802,0.79248,0.43795,0.90193,1.31948,0.88663,0.0014885,0.0014885,0.0014885
157,24490.1,0.65475,0.99869,0.3761,1.04131,0.97882,0.96825,0.99271,0.90153,0.97882,0.96825,0.99271,0.84354,0.43636,0.84177,0.869,0.89445,0.0014852,0.0014852,0.0014852
158,24631.5,0.6299,0.9294,0.36776,1.02904,0.98788,0.96825,0.99173,0.91969,0.98788,0.96825,0.99173,0.82658,0.43768,0.99323,0.3293,0.89888,0.0014819,0.0014819,0.0014819
159,24772.4,0.63774,0.94704,0.37267,1.04805,0.89789,0.93651,0.97017,0.88343,0.89789,0.93651,0.97017,0.83488,0.45611,0.79134,0.43807,0.90533,0.0014786,0.0014786,0.0014786
160,24912.9,0.61395,0.96765,0.36515,1.02228,0.97599,0.99206,0.99397,0.90391,0.97599,0.99206,0.99397,0.84571,0.43731,0.81647,0.31069,0.9055,0.0014753,0.0014753,0.0014753
161,25054.1,0.64326,0.93296,0.39486,1.02697,0.96732,0.99206,0.99165,0.92259,0.96732,0.99206,0.99165,0.84636,0.4516,0.81857,0.35892,0.91355,0.001472,0.001472,0.001472
162,25194.8,0.65613,0.9865,0.39583,1.04285,0.93265,0.98916,0.99015,0.90655,0.93265,0.98916,0.99015,0.84418,0.44852,0.86926,0.35119,0.93277,0.0014687,0.0014687,0.0014687
163,25335.4,0.6476,0.93512,0.38896,1.05163,0.9642,0.96032,0.99121,0.9071,0.9642,0.96032,0.99121,0.81523,0.44064,0.87587,0.4445,0.92368,0.0014654,0.0014654,0.0014654
164,25476.6,0.6145,0.93904,0.35671,1.01861,0.9571,1,0.99324,0.90814,0.9571,1,0.99324,0.83383,0.47603,0.83636,0.32993,0.89351,0.0014621,0.0014621,0.0014621
165,25617.4,0.63581,0.93696,0.3826,1.03512,0.95802,0.90561,0.97899,0.90317,0.95802,0.90561,0.97899,0.83249,0.42255,0.79477,0.70592,0.88751,0.0014588,0.0014588,0.0014588
166,25758.3,0.61036,0.93661,0.37548,1.00364,0.93057,0.90476,0.95709,0.86399,0.93057,0.90476,0.95709,0.77217,0.485,0.90966,0.91243,0.94301,0.0014555,0.0014555,0.0014555
167,25898.8,0.62586,0.97338,0.38673,1.02329,0.99634,0.96825,0.99258,0.90088,0.99634,0.96825,0.99258,0.80668,0.47554,0.98223,0.51449,0.92719,0.0014522,0.0014522,0.0014522
168,26039.5,0.61417,0.97458,0.35531,1.0352,0.98961,0.98413,0.99453,0.91592,0.98961,0.98413,0.99453,0.82691,0.43437,0.97091,0.5207,0.91884,0.0014489,0.0014489,0.0014489
169,26180.2,0.63011,0.93625,0.39488,1.02801,1,0.99726,0.995,0.91574,1,0.99726,0.995,0.82734,0.41702,0.94741,0.33906,0.89142,0.0014456,0.0014456,0.0014456
170,26321.3,0.6061,0.86357,0.37085,1.02174,1,0.99924,0.995,0.91765,1,0.99924,0.995,0.83834,0.40136,0.82836,0.31831,0.89523,0.0014423,0.0014423,0.0014423
171,26462,0.57066,0.88433,0.35927,0.99251,0.76008,0.86508,0.9298,0.87085,0.76008,0.86508,0.93109,0.77917,0.39628,0.86377,1.03383,0.86978,0.001439,0.001439,0.001439
172,26602.6,0.60464,0.89464,0.35799,1.03182,0.95525,0.84705,0.96309,0.89116,0.95525,0.84705,0.96309,0.81419,0.42509,0.88859,0.81815,0.87963,0.0014357,0.0014357,0.0014357
173,26743.9,0.58458,0.85011,0.34124,0.99483,0.96849,0.97579,0.99264,0.89944,0.96849,0.97579,0.99264,0.83579,0.47988,0.87839,0.46783,0.92666,0.0014324,0.0014324,0.0014324
174,26884.5,0.57936,0.8907,0.34802,0.98288,0.94415,0.97619,0.99184,0.92414,0.94415,0.97619,0.99184,0.83343,0.42244,0.95586,0.55888,0.87999,0.0014291,0.0014291,0.0014291
175,27025.3,0.63082,0.95294,0.38207,1.02861,0.69535,0.84127,0.86947,0.79131,0.69535,0.84127,0.86947,0.7101,0.43034,0.98431,1.46387,0.91692,0.0014258,0.0014258,0.0014258
176,27166.5,0.60491,0.96236,0.37092,1.02466,0.50832,0.80952,0.85869,0.81748,0.50832,0.80952,0.85869,0.74725,0.37469,0.80483,1.61699,0.86274,0.0014225,0.0014225,0.0014225
177,27307.7,0.5765,0.94128,0.3523,1.00143,0.78799,0.79365,0.89898,0.83188,0.78799,0.79365,0.89898,0.75208,0.45048,0.93016,1.42986,0.92525,0.0014192,0.0014192,0.0014192
178,27447.8,0.5704,0.8991,0.33682,1.00892,0.9816,0.92857,0.98353,0.88854,0.9816,0.92857,0.98353,0.80101,0.45769,0.95225,0.61682,0.92115,0.0014159,0.0014159,0.0014159
179,27588.3,0.61769,0.95811,0.3761,1.02588,0.99791,1,0.995,0.91105,0.99791,1,0.995,0.84474,0.41961,0.79363,0.37603,0.88621,0.0014126,0.0014126,0.0014126
180,27728.9,0.57677,0.90124,0.34619,1.01575,0.98424,0.9915,0.99469,0.93395,0.98424,0.9915,0.99469,0.83285,0.38062,0.94412,0.55601,0.86989,0.0014093,0.0014093,0.0014093
181,27870,0.60756,0.90611,0.33886,1.03119,1,0.98419,0.995,0.94288,1,0.98419,0.995,0.8355,0.36077,0.9156,0.56816,0.86482,0.001406,0.001406,0.001406
182,28011.1,0.60129,0.93128,0.358,1.00779,1,0.92402,0.96617,0.89302,1,0.92402,0.96617,0.82913,0.42979,0.78428,1.07488,0.89926,0.0014027,0.0014027,0.0014027
183,28151.6,0.62538,0.9424,0.37085,1.01876,0.92439,0.87329,0.98097,0.90761,0.92439,0.87329,0.98097,0.8286,0.41743,0.79661,1.06703,0.90666,0.0013994,0.0013994,0.0013994
184,28292.6,0.59579,0.9354,0.34004,1.00421,0.99177,0.95637,0.98704,0.92972,0.99177,0.95637,0.98704,0.85232,0.38518,0.79193,0.43095,0.87354,0.0013961,0.0013961,0.0013961
185,28433.3,0.59891,0.89372,0.36067,1.03378,1,0.99983,0.995,0.92256,1,0.99983,0.995,0.85905,0.4089,0.80872,0.289,0.87506,0.0013928,0.0013928,0.0013928
186,28573.9,0.55317,0.90994,0.33275,0.98719,0.99808,0.99206,0.995,0.93854,0.99808,0.99206,0.995,0.86021,0.38153,0.76188,0.40736,0.87454,0.0013895,0.0013895,0.0013895
187,28715.1,0.59637,0.89784,0.35249,1.0144,0.99052,0.87302,0.97739,0.89991,0.99052,0.87302,0.97739,0.80606,0.43578,0.92253,0.51351,0.91674,0.0013862,0.0013862,0.0013862
188,28855.9,0.59065,0.88472,0.34941,0.99558,1,0.99929,0.995,0.91737,1,0.99929,0.995,0.8637,0.42475,0.80108,0.42057,0.89408,0.0013829,0.0013829,0.0013829
189,28996.5,0.56839,0.86963,0.3184,1.00905,0.96813,0.96434,0.99072,0.91644,0.96813,0.96434,0.99072,0.83402,0.43417,0.85178,0.56987,0.90443,0.0013796,0.0013796,0.0013796
190,29137.4,0.58576,0.84622,0.33732,1.01041,1,0.92546,0.99083,0.93382,1,0.92546,0.99083,0.84692,0.35726,0.8462,0.56861,0.86144,0.0013763,0.0013763,0.0013763
191,29278,0.59823,0.90766,0.367,1.01162,0.99038,1,0.995,0.90649,0.99038,1,0.995,0.83684,0.45588,0.84993,0.33014,0.93792,0.001373,0.001373,0.001373
192,29418.4,0.5785,0.86722,0.35186,1.00933,0.99213,1,0.995,0.94778,0.99213,1,0.995,0.85617,0.37945,0.78568,0.28352,0.87208,0.0013697,0.0013697,0.0013697
193,29559.5,0.58675,0.88288,0.35667,1.01532,0.95628,0.99206,0.99335,0.94589,0.95628,0.99206,0.99335,0.8606,0.36469,0.78277,0.359,0.85687,0.0013664,0.0013664,0.0013664
194,29700.6,0.59012,0.85404,0.33475,1.00719,1,0.86249,0.95467,0.89577,1,0.86249,0.95467,0.79559,0.39208,0.88803,1.08611,0.88651,0.0013631,0.0013631,0.0013631
195,29840.9,0.61305,0.92142,0.36443,1.01661,0.98448,0.85714,0.949,0.86704,0.98448,0.85714,0.949,0.77833,0.43601,0.98414,1.18295,0.91047,0.0013598,0.0013598,0.0013598
196,30045.8,0.58709,0.88489,0.35263,0.99879,0.95658,0.90476,0.97869,0.9173,0.95658,0.90476,0.97869,0.82861,0.3923,0.83056,0.53493,0.86712,0.0013565,0.0013565,0.0013565
197,30321.6,0.61176,0.91903,0.34707,1.02132,0.88864,0.95,0.97959,0.90079,0.88864,0.95,0.97959,0.8341,0.43191,0.78562,0.53885,0.90053,0.0013532,0.0013532,0.0013532
198,30545.1,0.59339,0.90217,0.34672,1.00321,0.92272,0.94764,0.97064,0.8808,0.92272,0.94764,0.97064,0.79158,0.45955,0.947,0.58436,0.91621,0.0013499,0.0013499,0.0013499
199,30798.2,0.59801,0.90098,0.35721,1.01998,0.97649,0.93651,0.98969,0.91108,0.97649,0.93651,0.98969,0.84319,0.44227,0.84375,0.35846,0.90684,0.0013466,0.0013466,0.0013466
200,30939.2,0.62874,0.90677,0.34772,1.02785,0.97136,0.98413,0.99381,0.92613,0.97136,0.98413,0.99381,0.85861,0.42821,0.81041,0.33669,0.89443,0.0013433,0.0013433,0.0013433
201,31178.2,0.57113,0.84506,0.32027,1.00403,0.99085,0.93651,0.98716,0.92821,0.99085,0.93651,0.98716,0.85861,0.40577,0.78916,0.50286,0.89079,0.00134,0.00134,0.00134
202,31490.6,0.54279,0.84602,0.31894,0.9804,0.90787,0.93848,0.97947,0.93004,0.90787,0.93848,0.97947,0.86014,0.36956,0.72145,0.46137,0.87316,0.0013367,0.0013367,0.0013367
203,31740.8,0.59805,0.89939,0.35591,1.01219,0.96866,0.98413,0.9943,0.93605,0.96866,0.98413,0.9943,0.86208,0.40714,0.80536,0.48858,0.88476,0.0013334,0.0013334,0.0013334
204,32007,0.59599,0.90528,0.34628,1.01011,1,0.82437,0.94648,0.89023,1,0.82437,0.94648,0.8273,0.41449,0.79057,0.95799,0.88957,0.0013301,0.0013301,0.0013301
205,32148.5,0.57473,0.87842,0.33258,1.0073,0.95046,0.84921,0.93407,0.87906,0.95046,0.84921,0.93407,0.80414,0.43477,0.882,0.9184,0.91412,0.0013268,0.0013268,0.0013268
206,32289.2,0.57435,0.8672,0.33666,0.9948,0.9473,0.99857,0.9923,0.92043,0.9473,0.99857,0.9923,0.87169,0.39746,0.71855,0.4003,0.87935,0.0013235,0.0013235,0.0013235
207,32430.4,0.59371,0.90828,0.34218,1.01377,0.99815,0.96032,0.98667,0.91335,0.99815,0.96032,0.98667,0.84819,0.41347,0.80485,0.67388,0.89042,0.0013202,0.0013202,0.0013202
208,32571.8,0.55878,0.85356,0.34938,0.99134,1,0.99839,0.995,0.90376,1,0.99839,0.995,0.83107,0.4376,0.84398,0.32653,0.91937,0.0013169,0.0013169,0.0013169
209,32713.1,0.55913,0.83624,0.32539,0.99946,0.98424,1,0.99453,0.92224,0.98424,1,0.99453,0.84344,0.41864,0.8043,0.34115,0.89281,0.0013136,0.0013136,0.0013136
210,32854.2,0.55044,0.89598,0.32784,1.00173,0.96211,0.96825,0.99291,0.93814,0.96211,0.96825,0.99291,0.85455,0.39193,0.79019,0.42435,0.87788,0.0013103,0.0013103,0.0013103
211,32995.6,0.56948,0.88073,0.32586,0.99903,1,0.90321,0.97275,0.9173,1,0.90321,0.97275,0.84782,0.38729,0.80212,0.86073,0.86066,0.001307,0.001307,0.001307
212,33136.6,0.56024,0.87049,0.3197,0.97983,0.96824,0.96779,0.99192,0.93868,0.96824,0.96779,0.99192,0.85885,0.35155,0.83051,0.44038,0.85968,0.0013037,0.0013037,0.0013037
213,33278.3,0.58506,0.92864,0.33693,1.00533,0.98777,0.99206,0.99492,0.92364,0.98777,0.99206,0.99492,0.85058,0.37526,0.80456,0.31345,0.86677,0.0013004,0.0013004,0.0013004
214,33419.8,0.60244,0.88188,0.35394,1.00727,0.98433,1,0.99484,0.93019,0.98433,1,0.99484,0.86407,0.39394,0.74041,0.33387,0.87788,0.0012971,0.0012971,0.0012971
215,33560.4,0.57186,0.84367,0.31717,0.99713,0.99922,1,0.995,0.92202,0.99922,1,0.995,0.85204,0.41376,0.76073,0.27418,0.88265,0.0012938,0.0012938,0.0012938
216,33701.6,0.56715,0.86185,0.3315,1.0033,0.98648,1,0.99484,0.92645,0.98648,1,0.99484,0.87189,0.38859,0.72696,0.30899,0.86957,0.0012905,0.0012905,0.0012905
217,33842,0.55743,0.83211,0.3167,0.98949,0.91551,0.98413,0.98868,0.93908,0.91551,0.98413,0.98868,0.87515,0.39056,0.75717,0.34025,0.87339,0.0012872,0.0012872,0.0012872
218,33982.8,0.56456,0.85782,0.33228,1.00707,0.93321,0.88095,0.96654,0.92321,0.93321,0.88095,0.96654,0.85048,0.35446,0.72323,0.63449,0.86313,0.0012839,0.0012839,0.0012839
219,34124.1,0.57612,0.84475,0.33561,1.01493,0.99809,1,0.995,0.94602,0.99809,1,0.995,0.87915,0.37333,0.77739,0.25066,0.85801,0.0012806,0.0012806,0.0012806
220,34264.6,0.54994,0.85147,0.3286,0.97653,0.99107,1,0.99492,0.94746,0.99107,1,0.99492,0.8796,0.37459,0.70216,0.26501,0.85301,0.0012773,0.0012773,0.0012773
221,34405.7,0.56975,0.8364,0.34592,0.99533,0.96549,0.96825,0.99262,0.96195,0.96549,0.96825,0.99262,0.87727,0.35317,0.69559,0.31675,0.85591,0.001274,0.001274,0.001274
222,34546.6,0.5985,0.88764,0.34071,1.02703,0.94353,0.94444,0.98128,0.93221,0.94353,0.94444,0.98128,0.84159,0.34989,0.79551,0.49799,0.85339,0.0012707,0.0012707,0.0012707
223,34688,0.61089,0.88228,0.34248,1.03207,0.91954,0.9978,0.98897,0.94122,0.91954,0.9978,0.98897,0.85717,0.35549,0.77345,0.27255,0.85873,0.0012674,0.0012674,0.0012674
224,34828.8,0.57713,0.84811,0.34093,0.97624,0.99925,0.99206,0.995,0.95536,0.99925,0.99206,0.995,0.85364,0.34774,0.82806,0.27034,0.86691,0.0012641,0.0012641,0.0012641
225,34970,0.5629,0.86062,0.32121,0.98447,1,0.99909,0.995,0.93489,1,0.99909,0.995,0.86619,0.36621,0.78863,0.26007,0.86967,0.0012608,0.0012608,0.0012608
226,35110.9,0.58071,0.86145,0.33228,1.01903,0.99967,1,0.995,0.93058,0.99967,1,0.995,0.84774,0.37587,0.79462,0.26745,0.87481,0.0012575,0.0012575,0.0012575
227,35251.8,0.5809,0.87309,0.33898,1.00392,0.96456,1,0.99389,0.93862,0.96456,1,0.99389,0.86049,0.3607,0.79075,0.28336,0.86654,0.0012542,0.0012542,0.0012542
228,35393,0.58955,0.87433,0.33579,1.00647,0.98207,0.98413,0.99445,0.93999,0.98207,0.98413,0.99445,0.85979,0.35084,0.75122,0.26869,0.85814,0.0012509,0.0012509,0.0012509
229,35533.5,0.57609,0.88066,0.3354,1.00826,1,0.96721,0.99468,0.94077,1,0.96721,0.99468,0.85439,0.34913,0.79224,0.27033,0.85682,0.0012476,0.0012476,0.0012476
230,35674.5,0.54812,0.83719,0.30897,0.97865,1,0.98126,0.9944,0.90431,1,0.98126,0.9944,0.86267,0.37666,0.7052,0.28768,0.86805,0.0012443,0.0012443,0.0012443
231,35815.6,0.57177,0.8526,0.32132,1.00348,0.99204,0.98923,0.99492,0.9335,0.99204,0.98923,0.99492,0.86897,0.33916,0.73051,0.25276,0.85749,0.001241,0.001241,0.001241
232,35956.1,0.55446,0.81093,0.32878,0.98514,0.97178,0.99206,0.99461,0.94456,0.97178,0.99206,0.99461,0.86942,0.34919,0.78852,0.25741,0.85918,0.0012377,0.0012377,0.0012377
233,36097.4,0.58094,0.85779,0.33757,1.01366,0.99915,1,0.995,0.94398,0.99915,1,0.995,0.87894,0.30836,0.6948,0.23216,0.83672,0.0012344,0.0012344,0.0012344
234,36238.9,0.58916,0.90954,0.33583,1.01584,0.98163,0.84817,0.95652,0.89468,0.98163,0.84817,0.95652,0.82312,0.45567,0.89733,0.43648,0.97729,0.0012311,0.0012311,0.0012311
235,36379.8,0.55107,0.843,0.31757,1.0018,0.96141,0.84127,0.94006,0.91116,0.96141,0.84127,0.93996,0.8301,0.32594,0.74392,0.90345,0.83533,0.0012278,0.0012278,0.0012278
236,36521.6,0.58398,0.9121,0.34579,1.0142,0.90615,0.94444,0.97643,0.92295,0.90615,0.94444,0.97643,0.83617,0.34593,0.77758,1.23038,0.85119,0.0012245,0.0012245,0.0012245
237,36662.3,0.58824,0.88321,0.34627,1.00228,0.80933,0.80159,0.89105,0.8431,0.80933,0.80159,0.89105,0.78771,0.40076,0.77053,1.24463,0.87557,0.0012212,0.0012212,0.0012212
238,36803.1,0.58974,0.89759,0.33971,0.9968,0.98141,0.79365,0.87175,0.82272,0.98141,0.79365,0.87175,0.76721,0.41318,0.74899,1.54679,0.88124,0.0012179,0.0012179,0.0012179
239,36944.4,0.53934,0.83946,0.33206,0.97,0.92524,0.88398,0.95105,0.92174,0.92524,0.88398,0.95105,0.83722,0.31729,0.71962,0.99307,0.84226,0.0012146,0.0012146,0.0012146
240,37095.6,0.57211,0.88511,0.33002,0.99239,0.93966,0.92857,0.98649,0.95374,0.93966,0.92857,0.98649,0.88573,0.32543,0.63356,0.55869,0.83839,0.0012113,0.0012113,0.0012113
241,37250.9,0.56106,0.85337,0.32075,0.98582,0.91288,0.96825,0.98355,0.94774,0.91288,0.96825,0.98355,0.86683,0.3332,0.73601,0.66009,0.83867,0.001208,0.001208,0.001208
242,37403.2,0.53418,0.82755,0.30665,0.98523,1,0.81316,0.93502,0.89885,1,0.81316,0.93502,0.8076,0.33941,0.79886,1.03789,0.84046,0.0012047,0.0012047,0.0012047
243,37560.7,0.53589,0.82205,0.30854,0.9987,0.75163,0.84921,0.93462,0.90628,0.75163,0.84921,0.93462,0.81819,0.336,0.78116,1.02525,0.8495,0.0012014,0.0012014,0.0012014
244,37717.5,0.57225,0.82957,0.33396,0.99266,0.98095,1,0.995,0.94728,0.98095,1,0.995,0.89058,0.33633,0.66551,0.26689,0.84927,0.0011981,0.0011981,0.0011981
245,37874.1,0.55237,0.79796,0.31452,0.98886,0.98997,1,0.995,0.96938,0.98997,1,0.995,0.90346,0.30747,0.63629,0.22313,0.83235,0.0011948,0.0011948,0.0011948
246,38031.9,0.54772,0.82506,0.31103,0.98915,0.98078,1,0.99476,0.94204,0.98078,1,0.99476,0.90177,0.33966,0.62238,0.28011,0.85654,0.0011915,0.0011915,0.0011915
247,38188.4,0.55039,0.84677,0.30928,0.98173,0.99736,1,0.995,0.93045,0.99736,1,0.995,0.8907,0.34629,0.63709,0.27491,0.861,0.0011882,0.0011882,0.0011882
248,38346.1,0.51846,0.81717,0.29691,0.97265,0.99983,1,0.995,0.95036,0.99983,1,0.995,0.88822,0.34773,0.67787,0.29735,0.86743,0.0011849,0.0011849,0.0011849
249,38504.2,0.57783,0.83964,0.32762,0.99899,0.96474,1,0.99374,0.95722,0.96474,1,0.99374,0.89867,0.31772,0.63058,0.31535,0.85116,0.0011816,0.0011816,0.0011816
250,38660.9,0.52808,0.81254,0.30137,0.96357,0.9661,0.90476,0.98306,0.95671,0.9661,0.90476,0.98306,0.88442,0.30101,0.63107,0.35612,0.8339,0.0011783,0.0011783,0.0011783
251,38817.3,0.55088,0.78808,0.31163,0.96684,0.8641,0.90834,0.96536,0.93895,0.8641,0.90834,0.96536,0.86657,0.30634,0.66234,0.40799,0.83854,0.001175,0.001175,0.001175
252,38975,0.53626,0.79164,0.30106,0.97947,0.66551,0.91588,0.92174,0.88666,0.66551,0.91588,0.92174,0.81679,0.31847,0.64178,1.02302,0.83444,0.0011717,0.0011717,0.0011717
253,39131.3,0.5505,0.8249,0.31504,0.9704,0.87352,0.90476,0.95223,0.91327,0.87352,0.90476,0.95223,0.8577,0.32482,0.63171,0.97703,0.83992,0.0011684,0.0011684,0.0011684
254,39287.6,0.55438,0.81966,0.30712,0.97768,0.85015,0.83333,0.92925,0.89369,0.85015,0.83333,0.92925,0.8229,0.33942,0.66848,0.88416,0.85426,0.0011651,0.0011651,0.0011651
255,39445.6,0.54834,0.83081,0.30772,0.98271,0.98932,0.9127,0.96767,0.94485,0.98932,0.9127,0.96767,0.86496,0.2837,0.66564,0.91325,0.83642,0.0011618,0.0011618,0.0011618
256,39601.8,0.53341,0.78816,0.3078,0.96159,0.97618,0.97595,0.99367,0.94225,0.97618,0.97595,0.99367,0.86888,0.33203,0.69103,0.92147,0.84079,0.0011585,0.0011585,0.0011585
257,39758.6,0.57738,0.82635,0.32797,0.98931,0.67448,0.84921,0.91525,0.89166,0.67448,0.84921,0.91525,0.80445,0.33019,0.67548,0.9719,0.84699,0.0011552,0.0011552,0.0011552
258,39917.6,0.55078,0.81018,0.31399,0.99224,0.96859,0.97888,0.99398,0.95538,0.96859,0.97888,0.99398,0.88183,0.34726,0.68131,0.26756,0.85682,0.0011519,0.0011519,0.0011519
259,40075.1,0.53204,0.8268,0.31366,0.98265,0.99919,1,0.995,0.94721,0.99919,1,0.995,0.89059,0.3713,0.65726,0.24977,0.87066,0.0011486,0.0011486,0.0011486
260,40233.4,0.5678,0.8251,0.3183,0.99342,0.95007,0.95238,0.98768,0.9404,0.95007,0.95238,0.98768,0.88081,0.34163,0.64627,0.27368,0.85495,0.0011453,0.0011453,0.0011453
261,40392.6,0.55351,0.82324,0.31389,0.97919,0.7682,0.85714,0.9374,0.89011,0.7682,0.85714,0.9374,0.83243,0.35581,0.69523,0.56209,0.86069,0.001142,0.001142,0.001142
