epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
262,40550.4,0.55865,0.82559,0.31666,0.9774,0.64936,0.95238,0.92478,0.87387,0.64936,0.95238,0.92478,0.81762,0.36411,0.67545,1.0597,0.86467,0.0011387,0.0011387,0.0011387
263,40707.3,0.54441,0.82866,0.31559,0.99039,0.87353,0.96825,0.98264,0.93946,0.87353,0.96825,0.98264,0.87324,0.34029,0.66175,0.5645,0.84691,0.0011354,0.0011354,0.0011354
264,40866.2,0.54233,0.84666,0.30888,0.98284,0.97678,0.90476,0.98558,0.94927,0.97678,0.90476,0.98558,0.87984,0.32969,0.62308,0.32415,0.85492,0.0011321,0.0011321,0.0011321
265,41023.8,0.54502,0.84176,0.32208,0.98612,0.99141,0.85714,0.97133,0.92857,0.99141,0.85714,0.97133,0.86524,0.31268,0.63835,0.44685,0.84284,0.0011288,0.0011288,0.0011288
266,41181.6,0.52616,0.7962,0.29004,0.96853,0.99752,1,0.995,0.94457,0.99752,1,0.995,0.88377,0.32874,0.66489,0.25374,0.84254,0.0011255,0.0011255,0.0011255
267,41340.3,0.54655,0.85599,0.3121,0.98458,0.99864,1,0.995,0.94951,0.99864,1,0.995,0.88645,0.35117,0.6793,0.25141,0.84332,0.0011222,0.0011222,0.0011222
268,41498.4,0.56321,0.81941,0.31691,0.98354,0.97603,1,0.99404,0.95012,0.97603,1,0.99404,0.89212,0.33394,0.62253,0.27723,0.8524,0.0011189,0.0011189,0.0011189
269,41655.8,0.5565,0.81617,0.31156,0.99308,0.9921,0.99727,0.995,0.94621,0.9921,0.99727,0.995,0.89302,0.35018,0.56741,0.32951,0.85121,0.0011156,0.0011156,0.0011156
270,41815.9,0.54084,0.82595,0.30623,0.99319,0.96881,1,0.99338,0.95422,0.96881,1,0.99338,0.88314,0.33146,0.65861,0.25796,0.85171,0.0011123,0.0011123,0.0011123
271,41974.1,0.54815,0.83638,0.3259,0.97453,0.73846,0.87396,0.93172,0.89849,0.73846,0.87396,0.93172,0.84384,0.32019,0.6262,0.69607,0.83523,0.001109,0.001109,0.001109
272,42132.1,0.51852,0.78312,0.30318,0.99047,0.4887,0.91786,0.88865,0.86407,0.4887,0.91786,0.88865,0.79845,0.30352,0.6423,1.32218,0.82943,0.0011057,0.0011057,0.0011057
273,42291.2,0.51871,0.8302,0.30776,0.96065,0.95382,0.98366,0.99262,0.95058,0.95382,0.98366,0.99262,0.89075,0.30115,0.60734,0.52467,0.8337,0.0011024,0.0011024,0.0011024
274,42449.1,0.57002,0.80938,0.32023,0.99265,0.99795,1,0.995,0.95908,0.99795,1,0.995,0.88755,0.31368,0.64292,0.22238,0.82989,0.0010991,0.0010991,0.0010991
275,42607.9,0.51123,0.77201,0.29199,0.96626,0.99863,1,0.995,0.93886,0.99863,1,0.995,0.87697,0.35587,0.70114,0.24792,0.86143,0.0010958,0.0010958,0.0010958
276,42768,0.53681,0.81121,0.31329,0.97488,0.99139,1,0.995,0.95289,0.99139,1,0.995,0.87589,0.32157,0.67279,0.36355,0.84082,0.0010925,0.0010925,0.0010925
277,42926.4,0.53902,0.77885,0.30591,0.98403,0.98378,1,0.99492,0.94037,0.98378,1,0.99492,0.87752,0.34713,0.65371,0.27047,0.85322,0.0010892,0.0010892,0.0010892
278,43082.8,0.55979,0.81856,0.32842,0.97805,0.98381,0.96475,0.99323,0.95026,0.98381,0.96475,0.99323,0.8903,0.32378,0.64116,0.39411,0.84021,0.0010859,0.0010859,0.0010859
279,43237.8,0.53344,0.80231,0.30264,0.979,0.95664,1,0.98858,0.9502,0.95664,1,0.98858,0.87669,0.33489,0.6676,0.36232,0.84275,0.0010826,0.0010826,0.0010826
280,43391.9,0.54359,0.80199,0.30722,0.98091,0.87768,0.96032,0.97335,0.92816,0.87768,0.96032,0.97335,0.86826,0.33445,0.65114,0.61501,0.83921,0.0010793,0.0010793,0.0010793
281,43547.9,0.51867,0.77786,0.29075,0.9759,0.98121,1,0.99421,0.96632,0.98121,1,0.99421,0.88762,0.27793,0.63894,0.27998,0.8167,0.001076,0.001076,0.001076
282,43706.7,0.5114,0.80532,0.29118,0.98298,0.99656,1,0.995,0.97065,0.99656,1,0.995,0.89338,0.27499,0.57939,0.24072,0.81756,0.0010727,0.0010727,0.0010727
283,43864.7,0.54886,0.78772,0.31932,0.99078,0.9993,1,0.995,0.96534,0.9993,1,0.995,0.89068,0.29688,0.58543,0.22219,0.8253,0.0010694,0.0010694,0.0010694
284,44010.2,0.533,0.84169,0.30981,0.98206,0.99786,1,0.995,0.97081,0.99786,1,0.995,0.89808,0.29062,0.58997,0.23732,0.83301,0.0010661,0.0010661,0.0010661
285,44149.7,0.53315,0.79829,0.29909,0.9845,0.95711,0.88565,0.98461,0.95643,0.95711,0.88565,0.98461,0.88333,0.27675,0.63216,0.41186,0.8383,0.0010628,0.0010628,0.0010628
286,44288.6,0.55017,0.78002,0.30861,0.96821,0.98236,0.8839,0.97614,0.92568,0.98236,0.8839,0.97614,0.83444,0.35264,0.86954,0.48648,0.86946,0.0010595,0.0010595,0.0010595
287,44431.6,0.54336,0.86146,0.30814,0.98903,0.97323,0.97619,0.99078,0.96671,0.97323,0.97619,0.99078,0.88279,0.30498,0.67538,0.46897,0.85057,0.0010562,0.0010562,0.0010562
288,44584.5,0.54221,0.81552,0.30048,0.99571,0.96133,1,0.98998,0.95897,0.96133,1,0.98998,0.89471,0.28636,0.55967,0.24394,0.86341,0.0010529,0.0010529,0.0010529
289,44723.3,0.54504,0.83635,0.29989,0.99201,0.96608,0.90407,0.98018,0.94723,0.96608,0.90407,0.98018,0.88905,0.30205,0.61474,0.52535,0.8511,0.0010496,0.0010496,0.0010496
290,44865.8,0.51693,0.79344,0.2884,0.96506,0.9795,1,0.995,0.95796,0.9795,1,0.995,0.89626,0.29764,0.60617,0.34666,0.82437,0.0010463,0.0010463,0.0010463
291,45005.5,0.53816,0.80082,0.31222,0.96357,0.99877,0.99206,0.995,0.96703,0.99877,0.99206,0.995,0.89268,0.2837,0.69347,0.23411,0.82409,0.001043,0.001043,0.001043
292,45148,0.53802,0.79847,0.30023,0.99024,0.99794,1,0.995,0.97039,0.99794,1,0.995,0.91749,0.28757,0.57883,0.2225,0.82058,0.0010397,0.0010397,0.0010397
293,45296.3,0.48904,0.7574,0.27963,0.96081,0.99788,1,0.995,0.96155,0.99788,1,0.995,0.9034,0.30354,0.58593,0.23298,0.82703,0.0010364,0.0010364,0.0010364
294,45437.1,0.52436,0.80103,0.30609,0.96805,0.99862,1,0.995,0.96907,0.99862,1,0.995,0.90251,0.29364,0.61633,0.22616,0.82125,0.0010331,0.0010331,0.0010331
295,45575.9,0.50582,0.77001,0.28574,0.9628,0.99935,1,0.995,0.97176,0.99935,1,0.995,0.90187,0.29559,0.59488,0.23175,0.81942,0.0010298,0.0010298,0.0010298
296,45715.1,0.50026,0.76969,0.28291,0.97163,0.99901,1,0.995,0.95665,0.99901,1,0.995,0.89176,0.29725,0.62264,0.23104,0.82961,0.0010265,0.0010265,0.0010265
297,45859.1,0.52237,0.78794,0.29538,0.95769,0.99891,1,0.995,0.96558,0.99891,1,0.995,0.90093,0.29108,0.63084,0.22961,0.82425,0.0010232,0.0010232,0.0010232
298,46005.5,0.52692,0.77728,0.30541,0.96707,0.99918,1,0.995,0.97199,0.99918,1,0.995,0.87843,0.29295,0.69476,0.22671,0.82566,0.0010199,0.0010199,0.0010199
299,46144.4,0.52337,0.81019,0.29011,0.97772,0.99907,1,0.995,0.97325,0.99907,1,0.995,0.89988,0.28505,0.62773,0.23068,0.82411,0.0010166,0.0010166,0.0010166
300,46283.8,0.51174,0.77581,0.28552,0.95149,0.99856,1,0.995,0.95411,0.99856,1,0.995,0.89985,0.33266,0.58647,0.23869,0.83618,0.0010133,0.0010133,0.0010133
301,46423,0.51697,0.73054,0.2958,0.97156,0.99938,1,0.995,0.97214,0.99938,1,0.995,0.89823,0.3238,0.58067,0.21972,0.83472,0.00101,0.00101,0.00101
302,46562.8,0.51851,0.75231,0.28985,0.95586,0.99556,1,0.995,0.96556,0.99556,1,0.995,0.90535,0.30574,0.55593,0.21902,0.83192,0.0010067,0.0010067,0.0010067
303,46702.5,0.51869,0.78753,0.28945,0.96152,0.99857,1,0.995,0.96794,0.99857,1,0.995,0.89307,0.26964,0.57553,0.21046,0.82016,0.0010034,0.0010034,0.0010034
304,46841.9,0.49725,0.76026,0.2872,0.96162,0.99683,1,0.995,0.97215,0.99683,1,0.995,0.89868,0.25629,0.58533,0.22722,0.81247,0.0010001,0.0010001,0.0010001
305,46981.2,0.54668,0.82045,0.31906,0.97029,0.86941,0.96825,0.9782,0.96063,0.86941,0.96825,0.9782,0.8735,0.27773,0.62697,0.62149,0.82278,0.0009968,0.0009968,0.0009968
306,47129.7,0.54031,0.8391,0.30345,0.98501,0.92954,0.92063,0.97784,0.95677,0.92954,0.92063,0.97784,0.87778,0.28076,0.60552,0.7394,0.83164,0.0009935,0.0009935,0.0009935
307,47272.3,0.49762,0.79345,0.27454,0.97079,0.90084,0.85714,0.96843,0.94864,0.90084,0.85714,0.96843,0.88396,0.29176,0.5441,0.4813,0.82921,0.0009902,0.0009902,0.0009902
308,47412.1,0.53089,0.8127,0.30605,0.98786,0.80055,0.86014,0.95036,0.92532,0.80055,0.86014,0.95036,0.86375,0.2972,0.58428,0.60455,0.82999,0.0009869,0.0009869,0.0009869
309,47552.2,0.51974,0.79822,0.28276,0.97316,0.86263,0.92857,0.97222,0.92048,0.86263,0.92857,0.97222,0.86751,0.31463,0.64625,0.54976,0.85274,0.0009836,0.0009836,0.0009836
310,47692.1,0.51965,0.77493,0.29432,0.96785,0.70737,1,0.9461,0.89697,0.70737,1,0.9461,0.84582,0.30948,0.63157,0.89403,0.84392,0.0009803,0.0009803,0.0009803
311,47830.9,0.52422,0.82765,0.29837,0.99635,0.84874,0.87302,0.96013,0.9296,0.84874,0.87302,0.96013,0.86296,0.28993,0.64241,0.61318,0.83567,0.000977,0.000977,0.000977
312,47970.4,0.48661,0.7935,0.27535,0.9522,0.86714,0.84921,0.9507,0.90668,0.86714,0.84921,0.9507,0.8543,0.30639,0.63134,0.58553,0.84626,0.0009737,0.0009737,0.0009737
313,48109.7,0.52505,0.80311,0.2957,0.96665,0.80681,0.86508,0.95255,0.90725,0.80681,0.86508,0.95255,0.84951,0.29575,0.65568,0.54357,0.83862,0.0009704,0.0009704,0.0009704
314,48248.8,0.47564,0.72789,0.26434,0.9539,0.86374,0.85714,0.9516,0.92023,0.86374,0.85714,0.9516,0.87147,0.2775,0.56536,0.51206,0.831,0.0009671,0.0009671,0.0009671
315,48400.6,0.54098,0.79976,0.29705,0.99663,0.80749,0.85714,0.94174,0.92532,0.80749,0.85714,0.94174,0.85036,0.27585,0.5794,0.6474,0.83438,0.0009638,0.0009638,0.0009638
316,48560,0.52569,0.77389,0.30332,0.9807,0.84006,0.9588,0.97101,0.93935,0.84006,0.9588,0.97101,0.87434,0.30888,0.57548,0.6295,0.84774,0.0009605,0.0009605,0.0009605
317,48701.4,0.5408,0.80134,0.31656,0.97225,0.8569,0.86508,0.9543,0.9246,0.8569,0.86508,0.9543,0.86529,0.28788,0.56986,0.87385,0.84684,0.0009572,0.0009572,0.0009572
318,48840,0.4834,0.73794,0.28979,0.96214,0.7855,0.90476,0.95226,0.9158,0.7855,0.90476,0.95226,0.85326,0.3078,0.60079,0.72487,0.84992,0.0009539,0.0009539,0.0009539
319,48985.9,0.49811,0.74857,0.28062,0.93742,0.8357,0.85714,0.94869,0.92948,0.8357,0.85714,0.94869,0.87343,0.27964,0.55735,0.44727,0.82576,0.0009506,0.0009506,0.0009506
320,49136.6,0.49036,0.76568,0.29195,0.94929,0.60093,0.85714,0.88277,0.8682,0.60093,0.85714,0.88277,0.80017,0.26592,0.58434,0.70017,0.8256,0.0009473,0.0009473,0.0009473
321,49283.7,0.51715,0.78177,0.29089,0.9642,0.52126,1,0.8564,0.84035,0.52126,1,0.8564,0.78381,0.28014,0.57386,0.6894,0.83122,0.000944,0.000944,0.000944
322,49425.4,0.50447,0.76131,0.27826,0.98039,0.62435,0.97612,0.85365,0.82697,0.62435,0.97612,0.85365,0.77858,0.30494,0.54716,0.57625,0.84106,0.0009407,0.0009407,0.0009407
323,49583.7,0.51707,0.76112,0.28815,0.9648,0.63568,0.97619,0.81488,0.78017,0.63568,0.97619,0.81488,0.74572,0.30045,0.54783,0.59336,0.82362,0.0009374,0.0009374,0.0009374
324,49741.9,0.51622,0.77976,0.28699,0.973,0.40799,0.8254,0.84713,0.83182,0.40799,0.8254,0.84713,0.78609,0.26862,0.55831,1.39099,0.81942,0.0009341,0.0009341,0.0009341
325,49899.5,0.5269,0.81084,0.3031,0.97717,0.49035,0.90476,0.90215,0.88731,0.49035,0.90476,0.90215,0.82459,0.26067,0.54494,1.32062,0.82083,0.0009308,0.0009308,0.0009308
326,50058.5,0.49214,0.77408,0.28211,0.95661,0.56155,0.88889,0.91233,0.88894,0.56155,0.88889,0.91233,0.82282,0.26608,0.55518,1.37971,0.81989,0.0009275,0.0009275,0.0009275
327,50216.4,0.50392,0.78371,0.27864,0.96345,0.71871,0.88095,0.92236,0.89712,0.71871,0.88095,0.92236,0.83411,0.26398,0.59899,1.20544,0.82278,0.0009242,0.0009242,0.0009242
328,50374.5,0.51639,0.78571,0.28194,0.96436,0.54455,0.91097,0.85371,0.83374,0.54455,0.91097,0.85371,0.77168,0.3082,0.58354,1.22236,0.83434,0.0009209,0.0009209,0.0009209
329,50533.5,0.51204,0.75692,0.27509,0.97236,0.63575,0.99206,0.92438,0.88429,0.63575,0.99206,0.92438,0.83287,0.29569,0.53327,1.10942,0.83256,0.0009176,0.0009176,0.0009176
330,50691.1,0.49655,0.74574,0.27153,0.96576,0.74206,0.85714,0.9199,0.90291,0.74206,0.85714,0.9199,0.8419,0.27848,0.53591,0.70253,0.82336,0.0009143,0.0009143,0.0009143
331,50849.1,0.49501,0.74561,0.27855,0.9668,0.88013,0.99064,0.97854,0.94346,0.88013,0.99064,0.97854,0.89918,0.29861,0.52875,0.3253,0.83472,0.000911,0.000911,0.000911
332,51007.4,0.53061,0.79551,0.3078,0.96127,0.70045,0.94648,0.93218,0.89567,0.70045,0.94648,0.93218,0.85288,0.31123,0.54481,0.60177,0.82968,0.0009077,0.0009077,0.0009077
333,51165.9,0.49967,0.74782,0.28613,0.96083,0.69789,0.99206,0.91837,0.89098,0.69789,0.99206,0.91837,0.83975,0.2868,0.5576,0.5119,0.83268,0.0009044,0.0009044,0.0009044
334,51323.7,0.52284,0.76816,0.29393,0.96362,0.71502,0.99567,0.93055,0.89664,0.71502,0.99567,0.93055,0.84443,0.28512,0.57499,0.56025,0.83075,0.0009011,0.0009011,0.0009011
335,51482.8,0.4957,0.74978,0.29092,0.9698,0.84481,0.9937,0.976,0.95015,0.84481,0.9937,0.976,0.89448,0.30128,0.53163,0.37767,0.8241,0.0008978,0.0008978,0.0008978
336,51641,0.49754,0.76361,0.27902,0.96039,0.97281,1,0.99468,0.97361,0.97281,1,0.99468,0.9254,0.26559,0.53805,0.27621,0.81186,0.0008945,0.0008945,0.0008945
337,51799.8,0.50361,0.77602,0.28976,0.95267,0.94368,0.99206,0.99153,0.96757,0.94368,0.99206,0.99153,0.90973,0.28211,0.54931,0.57109,0.82454,0.0008912,0.0008912,0.0008912
338,51959.6,0.51373,0.79488,0.3044,0.94773,0.89659,0.96032,0.98084,0.9515,0.89659,0.96032,0.98084,0.89158,0.30314,0.56937,0.76151,0.83596,0.0008879,0.0008879,0.0008879
339,52117.9,0.48487,0.73206,0.27264,0.95879,0.71343,0.92857,0.94145,0.91884,0.71343,0.92857,0.94145,0.85335,0.29176,0.58504,0.98285,0.83305,0.0008846,0.0008846,0.0008846
340,52276.8,0.4918,0.80233,0.2792,0.94617,0.76499,0.90476,0.94626,0.9287,0.76499,0.90476,0.94626,0.87244,0.27073,0.56623,0.79639,0.81979,0.0008813,0.0008813,0.0008813
341,52435.4,0.50757,0.74622,0.28509,0.9497,0.88907,0.80159,0.94226,0.92569,0.88907,0.80159,0.94226,0.85339,0.27437,0.59908,0.7421,0.82299,0.000878,0.000878,0.000878
342,52593.6,0.49918,0.78454,0.28952,0.94723,0.59634,0.85714,0.90266,0.88216,0.59634,0.85714,0.90266,0.80672,0.29516,0.669,0.73624,0.83486,0.0008747,0.0008747,0.0008747
343,52751.7,0.52386,0.77327,0.31155,0.97772,0.64552,0.79491,0.88113,0.86319,0.64552,0.79491,0.88066,0.80118,0.29534,0.61297,0.60337,0.83379,0.0008714,0.0008714,0.0008714
344,52909.1,0.49629,0.75877,0.26634,0.95156,0.62412,0.85714,0.80189,0.78544,0.62412,0.85714,0.80189,0.73115,0.26928,0.55083,0.76896,0.81743,0.0008681,0.0008681,0.0008681
345,53067.9,0.49048,0.75011,0.26897,0.95834,0.48429,1,0.57769,0.56447,0.48429,1,0.57769,0.52819,0.26859,0.54505,1.1185,0.81763,0.0008648,0.0008648,0.0008648
346,53226.3,0.47199,0.72151,0.27512,0.93761,0.49757,1,0.63938,0.62193,0.49757,1,0.63938,0.57902,0.3028,0.58184,1.21257,0.82839,0.0008615,0.0008615,0.0008615
347,53385.5,0.46865,0.71644,0.268,0.94755,0.43906,0.83333,0.79565,0.78007,0.43906,0.83333,0.79565,0.72983,0.29495,0.56112,1.40291,0.82112,0.0008582,0.0008582,0.0008582
348,53544.4,0.49776,0.72542,0.27443,0.96622,0.58991,0.84921,0.84464,0.82024,0.58991,0.84921,0.84464,0.76313,0.30371,0.59966,1.33162,0.82961,0.0008549,0.0008549,0.0008549
349,53702.9,0.53515,0.75682,0.29971,0.97877,0.87692,0.92857,0.96215,0.92763,0.87692,0.92857,0.96215,0.87994,0.29708,0.53343,0.95573,0.83882,0.0008516,0.0008516,0.0008516
350,53861.2,0.52899,0.76181,0.29817,0.97273,0.80737,0.89817,0.94572,0.91673,0.80737,0.89817,0.94572,0.86109,0.28981,0.52979,0.95501,0.83868,0.0008483,0.0008483,0.0008483
351,54016.1,0.474,0.73662,0.25651,0.94964,0.81172,0.85714,0.93202,0.90724,0.81172,0.85714,0.93202,0.84889,0.31021,0.53313,0.89431,0.84279,0.000845,0.000845,0.000845
352,54174.3,0.49184,0.71581,0.27758,0.96355,0.84865,0.85714,0.94369,0.92018,0.84865,0.85714,0.94369,0.87171,0.26659,0.53694,0.75443,0.83128,0.0008417,0.0008417,0.0008417
353,54333.2,0.49064,0.75173,0.27822,0.94355,0.85078,0.85974,0.9561,0.92204,0.85078,0.85974,0.9561,0.86313,0.31191,0.56911,0.67671,0.84736,0.0008384,0.0008384,0.0008384
354,54490.3,0.47901,0.72569,0.27286,0.94486,0.85032,0.86508,0.95848,0.91949,0.85032,0.86508,0.95848,0.87424,0.30795,0.54903,0.609,0.85544,0.0008351,0.0008351,0.0008351
355,54648.2,0.50254,0.77536,0.28175,0.97368,0.89226,0.98413,0.98251,0.95754,0.89226,0.98413,0.98251,0.8983,0.2793,0.53439,0.42193,0.83383,0.0008318,0.0008318,0.0008318
356,54806.6,0.48491,0.75369,0.27592,0.93599,0.93063,0.98413,0.9898,0.95406,0.93063,0.98413,0.9898,0.8894,0.3114,0.62459,0.33584,0.86159,0.0008285,0.0008285,0.0008285
357,54962.8,0.5126,0.76945,0.28604,0.97786,0.88011,0.92063,0.97335,0.94695,0.88011,0.92063,0.97335,0.88731,0.27103,0.59712,0.78883,0.84082,0.0008252,0.0008252,0.0008252
358,55118.5,0.52987,0.76633,0.2829,0.97873,0.94014,0.99721,0.98851,0.95772,0.94014,0.99721,0.98851,0.90286,0.27754,0.54714,0.56135,0.84226,0.0008219,0.0008219,0.0008219
359,55274.9,0.5055,0.73724,0.2824,0.94136,0.97672,0.99898,0.99429,0.96419,0.97672,0.99898,0.99429,0.91237,0.28133,0.5366,0.24939,0.83621,0.0008186,0.0008186,0.0008186
360,55430.7,0.47135,0.71807,0.26822,0.94051,0.93224,0.98413,0.99058,0.95114,0.93224,0.98413,0.99058,0.89499,0.3056,0.62436,0.40889,0.8449,0.0008153,0.0008153,0.0008153
361,55586.9,0.46157,0.73468,0.25566,0.94182,0.93271,0.99008,0.98716,0.96467,0.93271,0.99008,0.98716,0.8963,0.28871,0.581,0.53289,0.83401,0.000812,0.000812,0.000812
362,55744,0.49729,0.75446,0.28074,0.97172,0.87402,0.97619,0.98473,0.95286,0.87402,0.97619,0.98473,0.89939,0.28332,0.5142,0.65712,0.8356,0.0008087,0.0008087,0.0008087
363,55900.3,0.51285,0.75694,0.2987,0.97445,0.97411,1,0.99366,0.97026,0.97411,1,0.99366,0.90902,0.25907,0.49465,0.51731,0.83405,0.0008054,0.0008054,0.0008054
364,56055.6,0.50352,0.72776,0.28142,0.95947,0.95567,0.95238,0.98368,0.96052,0.95567,0.95238,0.98368,0.89504,0.26899,0.56917,0.76346,0.82776,0.0008021,0.0008021,0.0008021
365,56212.4,0.50018,0.75217,0.27842,0.95788,0.93526,0.91724,0.98377,0.9695,0.93526,0.91724,0.98377,0.90137,0.26064,0.57349,0.69386,0.83031,0.0007988,0.0007988,0.0007988
366,56369.6,0.49722,0.7155,0.27919,0.9633,0.918,1,0.98399,0.94726,0.918,1,0.98399,0.90936,0.28581,0.52824,0.57907,0.84049,0.0007955,0.0007955,0.0007955
367,56526,0.4877,0.73444,0.27382,0.95731,0.94464,1,0.98662,0.95585,0.94464,1,0.98662,0.91571,0.26548,0.48995,0.33175,0.82818,0.0007922,0.0007922,0.0007922
368,56682.7,0.51196,0.73131,0.29738,0.95197,0.93385,1,0.98559,0.96471,0.93385,1,0.98559,0.9163,0.23817,0.49665,0.3274,0.81852,0.0007889,0.0007889,0.0007889
369,56840.4,0.47216,0.7249,0.26716,0.95705,0.93702,1,0.98911,0.96315,0.93702,1,0.98911,0.90338,0.26668,0.50497,0.35638,0.82576,0.0007856,0.0007856,0.0007856
370,56995.7,0.47584,0.74056,0.25913,0.95394,0.92623,0.99648,0.98888,0.94536,0.92623,0.99648,0.98888,0.90306,0.30612,0.5479,0.74615,0.84189,0.0007823,0.0007823,0.0007823
371,57151.8,0.50354,0.74395,0.27242,0.94962,0.94931,1,0.99372,0.95166,0.94931,1,0.99372,0.90724,0.29368,0.541,0.8437,0.83267,0.000779,0.000779,0.000779
372,57308.6,0.50404,0.73571,0.27809,0.94729,0.92529,1,0.98691,0.96614,0.92529,1,0.98691,0.9014,0.26883,0.52962,1.16224,0.82279,0.0007757,0.0007757,0.0007757
373,57464.7,0.49263,0.72207,0.27817,0.9477,0.7774,0.99206,0.96657,0.94747,0.7774,0.99206,0.96657,0.88581,0.26537,0.54987,1.40332,0.83229,0.0007724,0.0007724,0.0007724
374,57620.5,0.49346,0.71858,0.27602,0.96478,0.68264,0.88771,0.91907,0.89994,0.68264,0.88771,0.91907,0.85143,0.27581,0.53903,1.48219,0.83726,0.0007691,0.0007691,0.0007691
375,57777.6,0.4985,0.70186,0.26733,0.95553,0.66862,0.88095,0.9147,0.90572,0.66862,0.88095,0.9147,0.85155,0.26686,0.54478,1.48853,0.83265,0.0007658,0.0007658,0.0007658
376,57934.3,0.46668,0.73244,0.26657,0.92406,0.7525,0.92063,0.94368,0.93237,0.7525,0.92063,0.94368,0.8679,0.26349,0.53317,1.37667,0.82443,0.0007625,0.0007625,0.0007625
377,58090.4,0.47554,0.7225,0.26806,0.93244,0.84248,0.92063,0.96094,0.94189,0.84248,0.92063,0.96094,0.88511,0.25059,0.5371,1.29529,0.81719,0.0007592,0.0007592,0.0007592
378,58247.7,0.47648,0.71135,0.25385,0.95805,0.86898,0.89683,0.95403,0.94754,0.86898,0.89683,0.95403,0.8925,0.23417,0.51752,1.11089,0.80792,0.0007559,0.0007559,0.0007559
379,58404.8,0.47691,0.71266,0.25486,0.96769,0.88373,0.92063,0.97417,0.96596,0.88373,0.92063,0.97417,0.90318,0.23783,0.50731,0.68255,0.81207,0.0007526,0.0007526,0.0007526
380,58560.9,0.47457,0.72751,0.26961,0.96239,0.86569,0.98413,0.97056,0.94694,0.86569,0.98413,0.97056,0.90165,0.25681,0.52457,0.64131,0.82011,0.0007493,0.0007493,0.0007493
381,58717.9,0.50992,0.73545,0.27536,0.95946,0.80651,1,0.96038,0.93763,0.80651,1,0.96038,0.88091,0.26538,0.49222,1.20194,0.81544,0.000746,0.000746,0.000746
382,58874.5,0.49976,0.72433,0.28364,0.95514,0.65497,0.98413,0.92227,0.90395,0.65497,0.98413,0.92227,0.8503,0.27362,0.5104,1.53893,0.82058,0.0007427,0.0007427,0.0007427
383,59030.9,0.50417,0.74354,0.28407,0.95366,0.6008,0.92857,0.87236,0.8582,0.6008,0.92857,0.87236,0.8128,0.26278,0.52101,1.4164,0.81595,0.0007394,0.0007394,0.0007394
384,59188.4,0.50208,0.73572,0.27223,0.96513,0.59962,0.97465,0.84931,0.82574,0.59962,0.97465,0.84931,0.7768,0.27483,0.55765,1.55144,0.82837,0.0007361,0.0007361,0.0007361
385,59346.3,0.47847,0.73148,0.27178,0.97346,0.72421,0.89683,0.90525,0.88638,0.72421,0.89683,0.90525,0.83103,0.28318,0.54042,0.99935,0.83191,0.0007328,0.0007328,0.0007328
386,59502.8,0.45509,0.71243,0.25174,0.93508,0.81924,0.89925,0.93941,0.92336,0.81924,0.89925,0.93941,0.86792,0.26136,0.50866,0.62508,0.82375,0.0007295,0.0007295,0.0007295
387,59661.4,0.47053,0.71692,0.25749,0.94947,0.90608,0.91876,0.96798,0.95169,0.90608,0.91876,0.96798,0.90634,0.23601,0.49814,0.5271,0.80995,0.0007262,0.0007262,0.0007262
388,59819,0.49079,0.72139,0.26542,0.94889,0.96324,1,0.9938,0.97966,0.96324,1,0.9938,0.93028,0.23537,0.47072,0.33476,0.80435,0.0007229,0.0007229,0.0007229
389,59976.2,0.46936,0.7111,0.27252,0.94934,0.95244,1,0.99313,0.97294,0.95244,1,0.99313,0.91528,0.23742,0.5211,0.3077,0.80337,0.0007196,0.0007196,0.0007196
390,60133.1,0.46926,0.72724,0.27185,0.94412,0.98645,1,0.995,0.97967,0.98645,1,0.995,0.92033,0.25173,0.51815,0.34562,0.81284,0.0007163,0.0007163,0.0007163
391,60288.9,0.46458,0.71927,0.26994,0.93651,0.9946,0.99206,0.995,0.97645,0.9946,0.99206,0.995,0.92856,0.25457,0.50098,0.27417,0.81377,0.000713,0.000713,0.000713
392,60444.1,0.48112,0.74437,0.29921,0.93253,0.99002,0.98413,0.99484,0.98007,0.99002,0.98413,0.99484,0.91712,0.24059,0.55233,0.35499,0.80713,0.0007097,0.0007097,0.0007097
393,60601,0.47154,0.71675,0.27677,0.94904,0.99468,1,0.995,0.9836,0.99468,1,0.995,0.91826,0.23627,0.5334,0.45393,0.80464,0.0007064,0.0007064,0.0007064
394,60757.6,0.47336,0.69036,0.25923,0.93556,0.97423,0.97619,0.9934,0.97665,0.97423,0.97619,0.9934,0.91103,0.22113,0.51719,0.7174,0.79234,0.0007031,0.0007031,0.0007031
395,60914.2,0.45947,0.6881,0.2497,0.94091,0.92612,0.97619,0.98821,0.97279,0.92612,0.97619,0.98821,0.91013,0.24151,0.52065,1.13239,0.80244,0.0006998,0.0006998,0.0006998
396,61070.6,0.49793,0.71721,0.27499,0.96735,0.71917,0.99206,0.98225,0.95179,0.71917,0.99206,0.98225,0.89562,0.26458,0.53376,1.48956,0.81338,0.0006965,0.0006965,0.0006965
